"Subject"	"Activity"	"variable"	"value"
7	"LAYING"	"timeBodyAccJerkmeanY"	0.0250624183634615
8	"LAYING"	"timeBodyAccJerkmeanY"	0.0233299159137037
11	"LAYING"	"timeBodyAccJerkmeanY"	0.0122193853629825
14	"LAYING"	"timeBodyAccJerkmeanY"	-0.00831507059607843
15	"LAYING"	"timeBodyAccJerkmeanY"	0.0123984271386111
16	"LAYING"	"timeBodyAccJerkmeanY"	0.0132805054325714
17	"LAYING"	"timeBodyAccJerkmeanY"	0.00706867100408451
19	"LAYING"	"timeBodyAccJerkmeanY"	0.011149573306747
21	"LAYING"	"timeBodyAccJerkmeanY"	0.0119943671007778
22	"LAYING"	"timeBodyAccJerkmeanY"	0.00459834754236111
23	"LAYING"	"timeBodyAccJerkmeanY"	0.01535144005125
25	"LAYING"	"timeBodyAccJerkmeanY"	0.0284619311524658
26	"LAYING"	"timeBodyAccJerkmeanY"	0.0124420033513158
27	"LAYING"	"timeBodyAccJerkmeanY"	0.0126491088851351
28	"LAYING"	"timeBodyAccJerkmeanY"	0.005939923320625
29	"LAYING"	"timeBodyAccJerkmeanY"	0.0116912059556522
30	"LAYING"	"timeBodyAccJerkmeanY"	0.0107680190087143
2	"LAYING"	"timeBodyAccJerkmeanY"	0.012254788451875
4	"LAYING"	"timeBodyAccJerkmeanY"	0.00693313213968518
9	"LAYING"	"timeBodyAccJerkmeanY"	0.011561732718
10	"LAYING"	"timeBodyAccJerkmeanY"	0.015698997097069
12	"LAYING"	"timeBodyAccJerkmeanY"	0.00774408308
13	"LAYING"	"timeBodyAccJerkmeanY"	0.0183441894580645
18	"LAYING"	"timeBodyAccJerkmeanY"	0.0117018961415385
20	"LAYING"	"timeBodyAccJerkmeanY"	0.00110822495382353
24	"LAYING"	"timeBodyAccJerkmeanY"	0.0119819524179167
1	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00416840617789474
3	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00562264594827586
5	"WALKING"	"timeBodyAccJerkmeanZ"	8.32159351785732e-05
6	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00738931200701754
7	"WALKING"	"timeBodyAccJerkmeanZ"	-0.0210398551649123
8	"WALKING"	"timeBodyAccJerkmeanZ"	-0.000673798876875
11	"WALKING"	"timeBodyAccJerkmeanZ"	-0.013364827779661
14	"WALKING"	"timeBodyAccJerkmeanZ"	0.0199723036949153
15	"WALKING"	"timeBodyAccJerkmeanZ"	0.000658706162574074
16	"WALKING"	"timeBodyAccJerkmeanZ"	0.00360803282352941
17	"WALKING"	"timeBodyAccJerkmeanZ"	0.0243753334442623
19	"WALKING"	"timeBodyAccJerkmeanZ"	-0.0327528722288462
21	"WALKING"	"timeBodyAccJerkmeanZ"	-0.0101813421307692
22	"WALKING"	"timeBodyAccJerkmeanZ"	0.00443691445434783
23	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00190810641525424
25	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00335098680675676
26	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00618305784355932
27	"WALKING"	"timeBodyAccJerkmeanZ"	-0.020752327245614
28	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00762915201666667
29	"WALKING"	"timeBodyAccJerkmeanZ"	0.00941547304716981
30	"WALKING"	"timeBodyAccJerkmeanZ"	-0.00739534236
2	"WALKING"	"timeBodyAccJerkmeanZ"	0.0078953370661017
4	"WALKING"	"timeBodyAccJerkmeanZ"	-0.000767679338333334
9	"WALKING"	"timeBodyAccJerkmeanZ"	0.00414762740192308
10	"WALKING"	"timeBodyAccJerkmeanZ"	-0.0162953195396226
12	"WALKING"	"timeBodyAccJerkmeanZ"	0.005025870328
13	"WALKING"	"timeBodyAccJerkmeanZ"	0.00597249011754386
18	"WALKING"	"timeBodyAccJerkmeanZ"	0.010685091
20	"WALKING"	"timeBodyAccJerkmeanZ"	0.00634457223529412
24	"WALKING"	"timeBodyAccJerkmeanZ"	-0.0116401387758621
1	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0455625449113208
3	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0208205538101695
5	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.025590953282766
6	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00237816579411765
7	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-7.4519666666666e-05
8	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0674583919268293
11	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0151463896833333
14	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.00344199486481481
15	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00525879898958333
16	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0380533591627451
17	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.00759533846458334
19	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0316681980575
21	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0360115472978723
22	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.033616970907381
23	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0159234167843137
25	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0116906813498462
26	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0117089275472727
27	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0067467910745098
28	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.00749081657058823
29	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0290713871612245
30	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0161506198923077
2	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.01948143925
4	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.00340280836730769
9	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.00766046602367347
10	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0513375831851064
12	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.00906662793461539
13	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0254126299290909
18	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	0.0093589662862069
20	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.024542099304902
24	"WALKING_UPSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0132353651798305
1	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0109719730183673
3	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00202727978142857
5	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.0213397664446808
6	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00932470617291667
7	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0160390392510638
8	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0394356157631579
11	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0225208905847826
14	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.0104952601188889
15	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0100212901547619
16	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.029312256293617
17	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00939838078195652
19	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00955202497435897
21	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0125551085533333
22	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.0112499015
23	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.000982717101851849
25	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0113348791672414
26	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.01189114264
27	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00985034750909091
28	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.00123950141304348
29	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0140642983104167
30	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0118301423032258
2	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0209351677765957
4	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00729137766444445
9	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.00262568854761905
10	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.000152617173684209
12	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	0.00485262425869565
13	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.0252977670276596
18	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.01417699182
20	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00253482149777778
24	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkmeanZ"	-0.00846915857363636
1	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00336779235021277
3	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00423348373557692
5	"SITTING"	"timeBodyAccJerkmeanZ"	0.00338609594827273
6	"SITTING"	"timeBodyAccJerkmeanZ"	0.00623727782090909
7	"SITTING"	"timeBodyAccJerkmeanZ"	0.0162004141964583
8	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0106808920069565
11	"SITTING"	"timeBodyAccJerkmeanZ"	0.00833400761716981
14	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0105744513096296
15	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00237207545345763
16	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0115030575052174
17	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0015544841534375
19	"SITTING"	"timeBodyAccJerkmeanZ"	0.00173106800213699
21	"SITTING"	"timeBodyAccJerkmeanZ"	-0.000175352166235294
22	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0126852481958065
23	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00148823351367647
25	"SITTING"	"timeBodyAccJerkmeanZ"	0.00210760835861538
26	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00780237981320513
27	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00611285425957143
28	"SITTING"	"timeBodyAccJerkmeanZ"	0.000257854017638888
29	"SITTING"	"timeBodyAccJerkmeanZ"	0.003167700952
30	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00278161828080645
2	"SITTING"	"timeBodyAccJerkmeanZ"	0.00760546929869565
4	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0121499951596
9	"SITTING"	"timeBodyAccJerkmeanZ"	-0.008674672651
10	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00499566427666667
12	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0020457599227451
13	"SITTING"	"timeBodyAccJerkmeanZ"	-0.0232397245106122
18	"SITTING"	"timeBodyAccJerkmeanZ"	0.00278757042058246
20	"SITTING"	"timeBodyAccJerkmeanZ"	0.00160134859924242
24	"SITTING"	"timeBodyAccJerkmeanZ"	-0.00113300171426471
1	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00368524954709434
3	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00807177934114754
5	"STANDING"	"timeBodyAccJerkmeanZ"	-0.0122812220569643
6	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00481712245438596
7	"STANDING"	"timeBodyAccJerkmeanZ"	-0.0108420294035849
8	"STANDING"	"timeBodyAccJerkmeanZ"	0.00322153267648148
11	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00074591623212766
14	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00720777760485
15	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00658737093471698
16	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00476310557910256
17	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00403599594166667
19	"STANDING"	"timeBodyAccJerkmeanZ"	0.00129216333878082
21	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00332093673865168
22	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00626291653857143
23	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00529260911370588
25	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00622808791433784
26	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00219497782824324
27	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00137950299425
28	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00267810077607595
29	"STANDING"	"timeBodyAccJerkmeanZ"	0.000332894985246154
30	"STANDING"	"timeBodyAccJerkmeanZ"	0.00190841458130508
2	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00837158846722222
4	"STANDING"	"timeBodyAccJerkmeanZ"	-0.0211889890567857
9	"STANDING"	"timeBodyAccJerkmeanZ"	-0.004700785502
10	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00485841031477273
12	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00788131384131148
13	"STANDING"	"timeBodyAccJerkmeanZ"	-0.000704979340543859
18	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00181640480191781
20	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00613681937487671
24	"STANDING"	"timeBodyAccJerkmeanZ"	-0.00358774904913043
1	"LAYING"	"timeBodyAccJerkmeanZ"	0.010834236361
3	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00435625874355645
5	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00304067159653846
6	"LAYING"	"timeBodyAccJerkmeanZ"	0.00328817288070175
7	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0131653918205769
8	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0169218791344444
11	"LAYING"	"timeBodyAccJerkmeanZ"	0.00277690502070175
14	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0323601505045098
15	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00443927981861111
16	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00154105089764286
17	"LAYING"	"timeBodyAccJerkmeanZ"	-0.000143542544507042
19	"LAYING"	"timeBodyAccJerkmeanZ"	-0.000988690855325301
21	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0139053438591111
22	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00467438744166667
23	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00628235060277778
25	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0307179435315068
26	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00614755098663158
27	"LAYING"	"timeBodyAccJerkmeanZ"	-0.000685549292837838
28	"LAYING"	"timeBodyAccJerkmeanZ"	0.006009719386425
29	"LAYING"	"timeBodyAccJerkmeanZ"	0.00241542784130435
30	"LAYING"	"timeBodyAccJerkmeanZ"	-0.000374189681428571
2	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00180264895625
4	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00641054328740741
9	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0070536778584
10	"LAYING"	"timeBodyAccJerkmeanZ"	0.00716689586275862
12	"LAYING"	"timeBodyAccJerkmeanZ"	-0.0043714837772
13	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00988389709596774
18	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00121344813430769
20	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00309891846569118
24	"LAYING"	"timeBodyAccJerkmeanZ"	-0.00589225849902778
1	"WALKING"	"timeBodyAccJerkstdX"	-0.113615602435789
3	"WALKING"	"timeBodyAccJerkstdX"	-0.26867964387931
5	"WALKING"	"timeBodyAccJerkstdX"	-0.302891024625
6	"WALKING"	"timeBodyAccJerkstdX"	-0.132784766936842
7	"WALKING"	"timeBodyAccJerkstdX"	-0.346026226140351
8	"WALKING"	"timeBodyAccJerkstdX"	-0.2586886278125
11	"WALKING"	"timeBodyAccJerkstdX"	-0.428516343559322
14	"WALKING"	"timeBodyAccJerkstdX"	-0.454497019661017
15	"WALKING"	"timeBodyAccJerkstdX"	-0.373217585
16	"WALKING"	"timeBodyAccJerkstdX"	-0.396223738431373
17	"WALKING"	"timeBodyAccJerkstdX"	-0.355492635409836
19	"WALKING"	"timeBodyAccJerkstdX"	0.110306729315577
21	"WALKING"	"timeBodyAccJerkstdX"	-0.114888873837692
22	"WALKING"	"timeBodyAccJerkstdX"	0.0358787094391304
23	"WALKING"	"timeBodyAccJerkstdX"	-0.229328122305085
25	"WALKING"	"timeBodyAccJerkstdX"	-0.607620931621622
26	"WALKING"	"timeBodyAccJerkstdX"	-0.328452881355932
27	"WALKING"	"timeBodyAccJerkstdX"	-0.316184021578947
28	"WALKING"	"timeBodyAccJerkstdX"	-0.335700184259259
29	"WALKING"	"timeBodyAccJerkstdX"	-0.22143354279434
30	"WALKING"	"timeBodyAccJerkstdX"	-0.374400941384615
2	"WALKING"	"timeBodyAccJerkstdX"	-0.277530462620339
4	"WALKING"	"timeBodyAccJerkstdX"	-0.297042612533333
9	"WALKING"	"timeBodyAccJerkstdX"	-0.206733787961538
10	"WALKING"	"timeBodyAccJerkstdX"	-0.0521991013207547
12	"WALKING"	"timeBodyAccJerkstdX"	-0.01350661106
13	"WALKING"	"timeBodyAccJerkstdX"	-0.220910068015789
18	"WALKING"	"timeBodyAccJerkstdX"	-0.368056913928571
20	"WALKING"	"timeBodyAccJerkstdX"	-0.090645041854902
24	"WALKING"	"timeBodyAccJerkstdX"	-0.485863255344828
1	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.446843887735849
3	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.458364616949153
5	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.223896564340426
6	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.180301156098039
7	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.415153115882353
8	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.186618895268293
11	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.452961683518519
14	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.368780418888889
15	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.186944664541667
16	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.521089140196078
17	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.292665827083333
19	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.1742790558
21	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.424052014680851
22	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.00853992680952381
23	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.365398622764706
25	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.663642746307692
26	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.290879965872727
27	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.468066189411765
28	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.312671655921569
29	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.182365815065306
30	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.535420203384615
2	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.276121886479167
4	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.380488027307692
9	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.335291644693878
10	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.187220175510638
12	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.359856972115385
13	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.487325539818182
18	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.563202134655172
20	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.185695388078431
24	"WALKING_UPSTAIRS"	"timeBodyAccJerkstdX"	-0.49876467220339
1	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.012283860544898
3	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.0858010042244898
5	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.0322415501638298
6	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.165271070858333
7	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.0285033927287234
8	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.250143724521053
11	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.0834212653347826
14	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.0129597549231111
15	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.134593836190476
16	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.101186926595745
17	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.103436471413043
19	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.544273037307692
21	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.00214655719111111
22	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.0869139849722222
23	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.198947061775926
25	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.501968387931034
26	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.128111641206
27	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.00358338882727273
28	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.0167652227782609
29	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.023952574044375
30	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.226643901120968
2	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.147249143238298
4	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.145759708684667
9	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.017623342197619
10	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.223275806105263
12	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	0.00631914373913043
13	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.0740908045319149
18	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.387223932363636
20	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.135699627468889
24	"WALKING_DOWNSTAIRS"	"timeBodyAccJerkstdX"	-0.337218894
1	"SITTING"	"timeBodyAccJerkstdX"	-0.986430711276596
3	"SITTING"	"timeBodyAccJerkstdX"	-0.974467390384615
5	"SITTING"	"timeBodyAccJerkstdX"	-0.975204850227273
6	"SITTING"	"timeBodyAccJerkstdX"	-0.969929476363636
7	"SITTING"	"timeBodyAccJerkstdX"	-0.982158098125
8	"SITTING"	"timeBodyAccJerkstdX"	-0.985188753695652
11	"SITTING"	"timeBodyAccJerkstdX"	-0.980335163584906
14	"SITTING"	"timeBodyAccJerkstdX"	-0.980890655185185
15	"SITTING"	"timeBodyAccJerkstdX"	-0.988162333898305
16	"SITTING"	"timeBodyAccJerkstdX"	-0.990861134782609
17	"SITTING"	"timeBodyAccJerkstdX"	-0.99434060296875
19	"SITTING"	"timeBodyAccJerkstdX"	-0.987043285479452
21	"SITTING"	"timeBodyAccJerkstdX"	-0.989439392235294
22	"SITTING"	"timeBodyAccJerkstdX"	-0.981664149193548
23	"SITTING"	"timeBodyAccJerkstdX"	-0.984561803823529
25	"SITTING"	"timeBodyAccJerkstdX"	-0.992278621692308
26	"SITTING"	"timeBodyAccJerkstdX"	-0.99225839525641
27	"SITTING"	"timeBodyAccJerkstdX"	-0.990658097857143
28	"SITTING"	"timeBodyAccJerkstdX"	-0.976286679444444
29	"SITTING"	"timeBodyAccJerkstdX"	-0.993525560333333
30	"SITTING"	"timeBodyAccJerkstdX"	-0.988864577419355
2	"SITTING"	"timeBodyAccJerkstdX"	-0.988055854130435
4	"SITTING"	"timeBodyAccJerkstdX"	-0.9767421962
9	"SITTING"	"timeBodyAccJerkstdX"	-0.9645358564
10	"SITTING"	"timeBodyAccJerkstdX"	-0.988946414074074
12	"SITTING"	"timeBodyAccJerkstdX"	-0.976494200784314
13	"SITTING"	"timeBodyAccJerkstdX"	-0.992827264081633
18	"SITTING"	"timeBodyAccJerkstdX"	-0.991624662105263
20	"SITTING"	"timeBodyAccJerkstdX"	-0.982078229242424
24	"SITTING"	"timeBodyAccJerkstdX"	-0.988564382205882
1	"STANDING"	"timeBodyAccJerkstdX"	-0.994604542264151
3	"STANDING"	"timeBodyAccJerkstdX"	-0.957086489344262
5	"STANDING"	"timeBodyAccJerkstdX"	-0.962647080178571
6	"STANDING"	"timeBodyAccJerkstdX"	-0.973132635789474
7	"STANDING"	"timeBodyAccJerkstdX"	-0.976403544716981
8	"STANDING"	"timeBodyAccJerkstdX"	-0.989198879814815
11	"STANDING"	"timeBodyAccJerkstdX"	-0.992527404255319
14	"STANDING"	"timeBodyAccJerkstdX"	-0.978248526
15	"STANDING"	"timeBodyAccJerkstdX"	-0.985459068490566
16	"STANDING"	"timeBodyAccJerkstdX"	-0.991026497435897
17	"STANDING"	"timeBodyAccJerkstdX"	-0.99209400551282
19	"STANDING"	"timeBodyAccJerkstdX"	-0.98479203520548
21	"STANDING"	"timeBodyAccJerkstdX"	-0.977063350112359
22	"STANDING"	"timeBodyAccJerkstdX"	-0.975639080634921
23	"STANDING"	"timeBodyAccJerkstdX"	-0.983141958970588
25	"STANDING"	"timeBodyAccJerkstdX"	-0.988312658378378
26	"STANDING"	"timeBodyAccJerkstdX"	-0.990498355
27	"STANDING"	"timeBodyAccJerkstdX"	-0.987628362
28	"STANDING"	"timeBodyAccJerkstdX"	-0.968604559620253
29	"STANDING"	"timeBodyAccJerkstdX"	-0.993652820615385
30	"STANDING"	"timeBodyAccJerkstdX"	-0.968430745254237
2	"STANDING"	"timeBodyAccJerkstdX"	-0.981085715555555
4	"STANDING"	"timeBodyAccJerkstdX"	-0.972586541964286
9	"STANDING"	"timeBodyAccJerkstdX"	-0.969973398888889
10	"STANDING"	"timeBodyAccJerkstdX"	-0.964311490454545
12	"STANDING"	"timeBodyAccJerkstdX"	-0.972440195081967
13	"STANDING"	"timeBodyAccJerkstdX"	-0.987636104210526
18	"STANDING"	"timeBodyAccJerkstdX"	-0.989436673835617
20	"STANDING"	"timeBodyAccJerkstdX"	-0.959528332191781
24	"STANDING"	"timeBodyAccJerkstdX"	-0.980573836811594
1	"LAYING"	"timeBodyAccJerkstdX"	-0.958482112
3	"LAYING"	"timeBodyAccJerkstdX"	-0.98087931483871
5	"LAYING"	"timeBodyAccJerkstdX"	-0.983307862115385
6	"LAYING"	"timeBodyAccJerkstdX"	-0.966341054736842
7	"LAYING"	"timeBodyAccJerkstdX"	-0.980977756153846
8	"LAYING"	"timeBodyAccJerkstdX"	-0.973253042222222
